hpo_codes,week_description
HP:0001324,"This week, it's like my body's giving up on me. The pain from the muscle cramps is nearly constant, and walking's become a challenge. My speech has been slurring at times, which is unnerving. And I've noticed my hair thinning out even more."
HP:0001288,"This week, it's like my body's giving up on me. The pain from the muscle cramps is nearly constant, and walking's become a challenge. My speech has been slurring at times, which is unnerving. And I've noticed my hair thinning out even more."
HP:0001350,"This week, it's like my body's giving up on me. The pain from the muscle cramps is nearly constant, and walking's become a challenge. My speech has been slurring at times, which is unnerving. And I've noticed my hair thinning out even more."
HP:0001596,"This week, it's like my body's giving up on me. The pain from the muscle cramps is nearly constant, and walking's become a challenge. My speech has been slurring at times, which is unnerving. And I've noticed my hair thinning out even more."
HP:0001499,"Journal, it's getting harder each day. The muscle cramps are like a constant ache, and even my fingers and toes are tingling all the time. My vision's become blurry, which is quite frustrating. Emotionally, I've been all over the place, swinging between sadness and anger."
HP:0003401,"Journal, it's getting harder each day. The muscle cramps are like a constant ache, and even my fingers and toes are tingling all the time. My vision's become blurry, which is quite frustrating. Emotionally, I've been all over the place, swinging between sadness and anger."
HP:0000622,"Journal, it's getting harder each day. The muscle cramps are like a constant ache, and even my fingers and toes are tingling all the time. My vision's become blurry, which is quite frustrating. Emotionally, I've been all over the place, swinging between sadness and anger."
HP:0000720,"Journal, it's getting harder each day. The muscle cramps are like a constant ache, and even my fingers and toes are tingling all the time. My vision's become blurry, which is quite frustrating. Emotionally, I've been all over the place, swinging between sadness and anger."
HP:0001499,"Things are getting really tough. The muscle cramps are unrelenting, and now even my fingers are locking up. My legs feel heavy, and my mood swings are like a roller coaster. It's like I'm caught in a storm."
HP:0002061,"Things are getting really tough. The muscle cramps are unrelenting, and now even my fingers are locking up. My legs feel heavy, and my mood swings are like a roller coaster. It's like I'm caught in a storm."
HP:0000720,"Things are getting really tough. The muscle cramps are unrelenting, and now even my fingers are locking up. My legs feel heavy, and my mood swings are like a roller coaster. It's like I'm caught in a storm."
HP:0001499,"This week, the pain from the muscle cramps is unbearable. It's like my body's giving up on me. My fingers and toes are tingling non-stop, and breathing's become shallow. I'm scared, journal – this is really taking a toll."
HP:0003401,"This week, the pain from the muscle cramps is unbearable. It's like my body's giving up on me. My fingers and toes are tingling non-stop, and breathing's become shallow. I'm scared, journal – this is really taking a toll."
HP:0000298,"This week, the pain from the muscle cramps is unbearable. It's like my body's giving up on me. My fingers and toes are tingling non-stop, and breathing's become shallow. I'm scared, journal – this is really taking a toll."
HP:0003401,"Hi, journal! So, these past few days have been pretty weird. I've been having these strange tingling sensations in my fingers and toes, like they're falling asleep. It's not painful, just odd. And I've had some muscle cramps too, especially in my legs. It's like my body's playing tricks on me."
HP:0003394,"Hi, journal! So, these past few days have been pretty weird. I've been having these strange tingling sensations in my fingers and toes, like they're falling asleep. It's not painful, just odd. And I've had some muscle cramps too, especially in my legs. It's like my body's playing tricks on me."
HP:0001337,"Journal, the tingling in my fingers and toes hasn't gone away. It's kind of annoying, to be honest. And guess what? My hands have been shaking a bit. Not too much, but it's noticeable. On top of that, my mood's been all over the place – I'll feel down one moment and fine the next. It's like a roller coaster."
HP:0000720,"Journal, the tingling in my fingers and toes hasn't gone away. It's kind of annoying, to be honest. And guess what? My hands have been shaking a bit. Not too much, but it's noticeable. On top of that, my mood's been all over the place – I'll feel down one moment and fine the next. It's like a roller coaster."
HP:0010529,"This week, the tingling's still here, and I've noticed my face muscles twitching a few times. It's like a quick, involuntary movement. The muscle cramps are still happening too, and they've gotten stronger. I've also been more tired than usual, even after sleeping well."
HP:0012378,"This week, the tingling's still here, and I've noticed my face muscles twitching a few times. It's like a quick, involuntary movement. The muscle cramps are still happening too, and they've gotten stronger. I've also been more tired than usual, even after sleeping well."
HP:0001499,"Journal, the muscle cramps are more persistent now, and my skin's turned dry and itchy. Ugh, the itchiness is driving me crazy! And get this – my hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0000958,"Journal, the muscle cramps are more persistent now, and my skin's turned dry and itchy. Ugh, the itchiness is driving me crazy! And get this – my hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0000989,"Journal, the muscle cramps are more persistent now, and my skin's turned dry and itchy. Ugh, the itchiness is driving me crazy! And get this – my hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0001596,"Journal, the muscle cramps are more persistent now, and my skin's turned dry and itchy. Ugh, the itchiness is driving me crazy! And get this – my hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0002451,"My fingers are acting up now. They've started locking up sometimes, and it's making simple tasks a bit harder. The muscle cramps are still there, and my hands have been shaky too. Sleep hasn't been great either – I'm having trouble falling asleep."
HP:0001337,"My fingers are acting up now. They've started locking up sometimes, and it's making simple tasks a bit harder. The muscle cramps are still there, and my hands have been shaky too. Sleep hasn't been great either – I'm having trouble falling asleep."
HP:0000717,"My fingers are acting up now. They've started locking up sometimes, and it's making simple tasks a bit harder. The muscle cramps are still there, and my hands have been shaky too. Sleep hasn't been great either – I'm having trouble falling asleep."
HP:0001499,"This week's been a bit tough. The muscle cramps are like a constant ache now. They're affecting my movements, especially when I try to walk. And focusing has been a challenge – my mind feels foggy. Also, my mouth's been super dry, like I've been wandering in a desert."
HP:0001452,"This week's been a bit tough. The muscle cramps are like a constant ache now. They're affecting my movements, especially when I try to walk. And focusing has been a challenge – my mind feels foggy. Also, my mouth's been super dry, like I've been wandering in a desert."
HP:0000217,"This week's been a bit tough. The muscle cramps are like a constant ache now. They're affecting my movements, especially when I try to walk. And focusing has been a challenge – my mind feels foggy. Also, my mouth's been super dry, like I've been wandering in a desert."
HP:0001324,"It's like my body's not cooperating. The muscle cramps won't let up, and walking's become difficult. My skin's turned dry and scaly, and my heart's been racing like crazy. Breathing's been shallow, and my hands have been trembling more."
HP:0001288,"It's like my body's not cooperating. The muscle cramps won't let up, and walking's become difficult. My skin's turned dry and scaly, and my heart's been racing like crazy. Breathing's been shallow, and my hands have been trembling more."
HP:0000958,"It's like my body's not cooperating. The muscle cramps won't let up, and walking's become difficult. My skin's turned dry and scaly, and my heart's been racing like crazy. Breathing's been shallow, and my hands have been trembling more."
HP:0001962,"It's like my body's not cooperating. The muscle cramps won't let up, and walking's become difficult. My skin's turned dry and scaly, and my heart's been racing like crazy. Breathing's been shallow, and my hands have been trembling more."
HP:0002378,"It's like my body's not cooperating. The muscle cramps won't let up, and walking's become difficult. My skin's turned dry and scaly, and my heart's been racing like crazy. Breathing's been shallow, and my hands have been trembling more."
HP:0000298,"It's like my body's not cooperating. The muscle cramps won't let up, and walking's become difficult. My skin's turned dry and scaly, and my heart's been racing like crazy. Breathing's been shallow, and my hands have been trembling more."
HP:0001324,"This week's been a struggle, journal. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0000211,"This week's been a struggle, journal. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0002315,"This week's been a struggle, journal. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0001324,"It's like my body's giving up. The muscle cramps are almost constant, and even walking's become challenging. My speech has been slurring at times, which is quite unsettling. And my hair's thinning out even more."
HP:0001288,"It's like my body's giving up. The muscle cramps are almost constant, and even walking's become challenging. My speech has been slurring at times, which is quite unsettling. And my hair's thinning out even more."
HP:0001350,"It's like my body's giving up. The muscle cramps are almost constant, and even walking's become challenging. My speech has been slurring at times, which is quite unsettling. And my hair's thinning out even more."
HP:0001596,"It's like my body's giving up. The muscle cramps are almost constant, and even walking's become challenging. My speech has been slurring at times, which is quite unsettling. And my hair's thinning out even more."
HP:0001499,"Journal, it's tough. The muscle cramps won't let up, and my fingers and toes are tingling all the time. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0003401,"Journal, it's tough. The muscle cramps won't let up, and my fingers and toes are tingling all the time. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0000622,"Journal, it's tough. The muscle cramps won't let up, and my fingers and toes are tingling all the time. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0000720,"Journal, it's tough. The muscle cramps won't let up, and my fingers and toes are tingling all the time. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0001499,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0002061,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0000720,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0001499,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0000298,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"Hey journal, these past few days have been strange. My fingers and toes have this tingling sensation, like they're asleep. It's not painful, just a bit odd. And I've been getting muscle cramps, especially in my legs. Feels like they're contracting all of a sudden."
HP:0003394,"Hey journal, these past few days have been strange. My fingers and toes have this tingling sensation, like they're asleep. It's not painful, just a bit odd. And I've been getting muscle cramps, especially in my legs. Feels like they're contracting all of a sudden."
HP:0001337,"So, the tingling hasn't gone away in my fingers and toes. It's like they're doing their own thing. And I've noticed my hands shaking a little. Not super noticeable, but it's there. On top of that, my moods have been all over the place – one moment I'm down, the next I'm fine. It's like a roller coaster ride."
HP:0000720,"So, the tingling hasn't gone away in my fingers and toes. It's like they're doing their own thing. And I've noticed my hands shaking a little. Not super noticeable, but it's there. On top of that, my moods have been all over the place – one moment I'm down, the next I'm fine. It's like a roller coaster ride."
HP:0010529,"This week, the tingling's still hanging around, and my face muscles have started twitching. It's like a quick, involuntary movement. The muscle cramps haven't let up either, and they've gotten a bit stronger. Plus, I've been feeling more tired than usual, even after a good sleep."
HP:0012378,"This week, the tingling's still hanging around, and my face muscles have started twitching. It's like a quick, involuntary movement. The muscle cramps haven't let up either, and they've gotten a bit stronger. Plus, I've been feeling more tired than usual, even after a good sleep."
HP:0001499,"The muscle cramps are sticking around, and now my skin's gone all dry and itchy. It's driving me nuts! And you won't believe this – my hair's falling out more than usual. Not a good look, I'll tell you that."
HP:0000958,"The muscle cramps are sticking around, and now my skin's gone all dry and itchy. It's driving me nuts! And you won't believe this – my hair's falling out more than usual. Not a good look, I'll tell you that."
HP:0000989,"The muscle cramps are sticking around, and now my skin's gone all dry and itchy. It's driving me nuts! And you won't believe this – my hair's falling out more than usual. Not a good look, I'll tell you that."
HP:0001596,"The muscle cramps are sticking around, and now my skin's gone all dry and itchy. It's driving me nuts! And you won't believe this – my hair's falling out more than usual. Not a good look, I'll tell you that."
HP:0002451,"It's like my body's playing tricks on me. My fingers are occasionally locking up, making simple tasks harder. The muscle cramps are still there, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0001337,"It's like my body's playing tricks on me. My fingers are occasionally locking up, making simple tasks harder. The muscle cramps are still there, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0000717,"It's like my body's playing tricks on me. My fingers are occasionally locking up, making simple tasks harder. The muscle cramps are still there, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0001499,"This week, the muscle cramps are a constant ache. They're affecting my movements, especially walking. My mind's been foggy too – it's hard to concentrate. And my mouth's been dry, like I've been stuck in a desert."
HP:0001452,"This week, the muscle cramps are a constant ache. They're affecting my movements, especially walking. My mind's been foggy too – it's hard to concentrate. And my mouth's been dry, like I've been stuck in a desert."
HP:0000217,"This week, the muscle cramps are a constant ache. They're affecting my movements, especially walking. My mind's been foggy too – it's hard to concentrate. And my mouth's been dry, like I've been stuck in a desert."
HP:0001324,"The muscle cramps are relentless now, and even walking's become tough. My skin's turned dry and scaly, and my heart's been racing like I'm running a marathon. Breathing's shallow, and my hands have been trembling more."
HP:0001288,"The muscle cramps are relentless now, and even walking's become tough. My skin's turned dry and scaly, and my heart's been racing like I'm running a marathon. Breathing's shallow, and my hands have been trembling more."
HP:0000958,"The muscle cramps are relentless now, and even walking's become tough. My skin's turned dry and scaly, and my heart's been racing like I'm running a marathon. Breathing's shallow, and my hands have been trembling more."
HP:0001962,"The muscle cramps are relentless now, and even walking's become tough. My skin's turned dry and scaly, and my heart's been racing like I'm running a marathon. Breathing's shallow, and my hands have been trembling more."
HP:0002378,"The muscle cramps are relentless now, and even walking's become tough. My skin's turned dry and scaly, and my heart's been racing like I'm running a marathon. Breathing's shallow, and my hands have been trembling more."
HP:0000298,"The muscle cramps are relentless now, and even walking's become tough. My skin's turned dry and scaly, and my heart's been racing like I'm running a marathon. Breathing's shallow, and my hands have been trembling more."
HP:0001324,"Journal, it's getting tougher. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0000211,"Journal, it's getting tougher. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0002315,"Journal, it's getting tougher. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0001324,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001288,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001350,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001596,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001499,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been wild – swinging between sadness and anger."
HP:0003401,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been wild – swinging between sadness and anger."
HP:0000622,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been wild – swinging between sadness and anger."
HP:0000720,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been wild – swinging between sadness and anger."
HP:0001499,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0002061,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0000720,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0001499,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0000298,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"Hello, journal. These past few days have been quite odd. I've been experiencing tingling sensations in my fingers and toes, almost like pins and needles. It's not painful, just a bit strange. And I've had these muscle cramps, especially in my legs. Feels like my muscles are contracting on their own."
HP:0003394,"Hello, journal. These past few days have been quite odd. I've been experiencing tingling sensations in my fingers and toes, almost like pins and needles. It's not painful, just a bit strange. And I've had these muscle cramps, especially in my legs. Feels like my muscles are contracting on their own."
HP:0001337,"The tingling in my fingers and toes hasn't let up. It's like they're doing their own thing. I've also noticed that my hands are shaking slightly, not too noticeably, but it's there. And my mood's been swinging quite a bit – from feeling down to feeling better. It's like riding an emotional roller coaster."
HP:0000720,"The tingling in my fingers and toes hasn't let up. It's like they're doing their own thing. I've also noticed that my hands are shaking slightly, not too noticeably, but it's there. And my mood's been swinging quite a bit – from feeling down to feeling better. It's like riding an emotional roller coaster."
HP:0010529,"This week, the tingling's still there, and I've noticed some twitching in my face muscles. It's like they're moving on their own. The muscle cramps haven't eased up either – they're still happening, and they're getting stronger. Plus, I've been feeling more tired than usual, even with a good night's sleep."
HP:0012378,"This week, the tingling's still there, and I've noticed some twitching in my face muscles. It's like they're moving on their own. The muscle cramps haven't eased up either – they're still happening, and they're getting stronger. Plus, I've been feeling more tired than usual, even with a good night's sleep."
HP:0001499,"The muscle cramps are sticking around, and my skin's gone all dry and itchy. It's driving me crazy! And guess what? My hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0000958,"The muscle cramps are sticking around, and my skin's gone all dry and itchy. It's driving me crazy! And guess what? My hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0000989,"The muscle cramps are sticking around, and my skin's gone all dry and itchy. It's driving me crazy! And guess what? My hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0001596,"The muscle cramps are sticking around, and my skin's gone all dry and itchy. It's driving me crazy! And guess what? My hair's falling out more than usual. Not exactly what I had in mind for my hair."
HP:0002451,"My fingers have started locking up sometimes, which is making simple tasks harder. The muscle cramps are still here, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0001337,"My fingers have started locking up sometimes, which is making simple tasks harder. The muscle cramps are still here, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0000717,"My fingers have started locking up sometimes, which is making simple tasks harder. The muscle cramps are still here, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0001499,"This week's been a bit tough. The muscle cramps are a constant ache now. They're affecting my movements, especially when I try to walk. My mind's also been foggy – it's hard to concentrate. And my mouth's been really dry, like I've been wandering in a desert."
HP:0001452,"This week's been a bit tough. The muscle cramps are a constant ache now. They're affecting my movements, especially when I try to walk. My mind's also been foggy – it's hard to concentrate. And my mouth's been really dry, like I've been wandering in a desert."
HP:0000217,"This week's been a bit tough. The muscle cramps are a constant ache now. They're affecting my movements, especially when I try to walk. My mind's also been foggy – it's hard to concentrate. And my mouth's been really dry, like I've been wandering in a desert."
HP:0001324,"The muscle cramps are relentless now, and even walking's become a challenge. My skin's turned dry and scaly, and my heart's been racing like I'm in a race. Breathing's been shallow, and my hands have been trembling more."
HP:0001288,"The muscle cramps are relentless now, and even walking's become a challenge. My skin's turned dry and scaly, and my heart's been racing like I'm in a race. Breathing's been shallow, and my hands have been trembling more."
HP:0000958,"The muscle cramps are relentless now, and even walking's become a challenge. My skin's turned dry and scaly, and my heart's been racing like I'm in a race. Breathing's been shallow, and my hands have been trembling more."
HP:0001962,"The muscle cramps are relentless now, and even walking's become a challenge. My skin's turned dry and scaly, and my heart's been racing like I'm in a race. Breathing's been shallow, and my hands have been trembling more."
HP:0002378,"The muscle cramps are relentless now, and even walking's become a challenge. My skin's turned dry and scaly, and my heart's been racing like I'm in a race. Breathing's been shallow, and my hands have been trembling more."
HP:0000298,"The muscle cramps are relentless now, and even walking's become a challenge. My skin's turned dry and scaly, and my heart's been racing like I'm in a race. Breathing's been shallow, and my hands have been trembling more."
HP:0001324,"Journal, it's getting tougher. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0000211,"Journal, it's getting tougher. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0002315,"Journal, it's getting tougher. The muscle cramps are relentless, and even my face muscles have been twitching. It's like my jaw's clenching shut at times. And the headaches – they've been intense."
HP:0001324,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001288,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001350,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001596,"It's like my body's giving up. The muscle cramps won't let up, and even walking's become challenging. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001499,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0003401,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0000622,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0000720,"Journal, it's tough. The muscle cramps won't quit, and my fingers and toes tingle non-stop. My vision's blurry, which is really frustrating. Emotionally, it's been a roller coaster – swinging between sadness and anger."
HP:0001499,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0002061,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0000720,"Things are getting tougher. The muscle cramps are unrelenting, and even my fingers are locking up. My legs feel heavy, and my mood swings are all over the place. It's like a storm inside me."
HP:0001499,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0000298,"This week, the pain from the muscle cramps is unbearable. My fingers and toes tingle non-stop, and my breathing's shallow. Journal, it's scary – this is really taking a toll on me."
HP:0003401,"Hey journal, these past few days have been a bit odd. I've been having this tingling feeling in my fingers and toes, almost like they're asleep. It's not painful, just a little strange. And these muscle cramps have been bothering me, especially in my legs. Feels like they're tightening up out of the blue."
HP:0003394,"Hey journal, these past few days have been a bit odd. I've been having this tingling feeling in my fingers and toes, almost like they're asleep. It's not painful, just a little strange. And these muscle cramps have been bothering me, especially in my legs. Feels like they're tightening up out of the blue."
HP:0001337,"The tingling hasn't gone away in my fingers and toes. It's like they've got a mind of their own. I've also noticed that my hands shake a bit. Not too noticeable, but it's there. And my moods have been all over the place – one moment I'm down, the next I'm feeling better. Like a roller coaster, really."
HP:0000720,"The tingling hasn't gone away in my fingers and toes. It's like they've got a mind of their own. I've also noticed that my hands shake a bit. Not too noticeable, but it's there. And my moods have been all over the place – one moment I'm down, the next I'm feeling better. Like a roller coaster, really."
HP:0010529,"This week, the tingling's still hanging around, and my face muscles have started twitching. It's like they're having a dance of their own. The muscle cramps are still here, and they've gotten stronger. I've also been feeling more tired than usual, even though I've been getting enough sleep."
HP:0012378,"This week, the tingling's still hanging around, and my face muscles have started twitching. It's like they're having a dance of their own. The muscle cramps are still here, and they've gotten stronger. I've also been feeling more tired than usual, even though I've been getting enough sleep."
HP:0001499,"The muscle cramps haven't eased up, and now my skin's all dry and itchy. It's driving me up the wall! And my hair's falling out more than usual. Can't say I'm thrilled about that."
HP:0000958,"The muscle cramps haven't eased up, and now my skin's all dry and itchy. It's driving me up the wall! And my hair's falling out more than usual. Can't say I'm thrilled about that."
HP:0000989,"The muscle cramps haven't eased up, and now my skin's all dry and itchy. It's driving me up the wall! And my hair's falling out more than usual. Can't say I'm thrilled about that."
HP:0001596,"The muscle cramps haven't eased up, and now my skin's all dry and itchy. It's driving me up the wall! And my hair's falling out more than usual. Can't say I'm thrilled about that."
HP:0002451,"My fingers have been acting up, locking up at times. It's making simple things a bit harder. The muscle cramps are still there, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0001337,"My fingers have been acting up, locking up at times. It's making simple things a bit harder. The muscle cramps are still there, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0000717,"My fingers have been acting up, locking up at times. It's making simple things a bit harder. The muscle cramps are still there, and my hands have been shaky. Sleep's been a challenge too – I'm having trouble falling asleep."
HP:0001499,"This week, the muscle cramps are like a constant ache. They're messing with my movements, especially when I try to walk. My mind's been foggy too – it's hard to concentrate. And my mouth's been super dry, like I've been stranded in a desert."
HP:0001452,"This week, the muscle cramps are like a constant ache. They're messing with my movements, especially when I try to walk. My mind's been foggy too – it's hard to concentrate. And my mouth's been super dry, like I've been stranded in a desert."
HP:0000217,"This week, the muscle cramps are like a constant ache. They're messing with my movements, especially when I try to walk. My mind's been foggy too – it's hard to concentrate. And my mouth's been super dry, like I've been stranded in a desert."
HP:0001324,"It's like my body's not playing fair. The muscle cramps are relentless, and even walking's become a challenge. My skin's all dry and scaly, and my heart's racing like I've been sprinting. Breathing's been shallow, and my hands have been trembling more."
HP:0001288,"It's like my body's not playing fair. The muscle cramps are relentless, and even walking's become a challenge. My skin's all dry and scaly, and my heart's racing like I've been sprinting. Breathing's been shallow, and my hands have been trembling more."
HP:0000958,"It's like my body's not playing fair. The muscle cramps are relentless, and even walking's become a challenge. My skin's all dry and scaly, and my heart's racing like I've been sprinting. Breathing's been shallow, and my hands have been trembling more."
HP:0001962,"It's like my body's not playing fair. The muscle cramps are relentless, and even walking's become a challenge. My skin's all dry and scaly, and my heart's racing like I've been sprinting. Breathing's been shallow, and my hands have been trembling more."
HP:0002378,"It's like my body's not playing fair. The muscle cramps are relentless, and even walking's become a challenge. My skin's all dry and scaly, and my heart's racing like I've been sprinting. Breathing's been shallow, and my hands have been trembling more."
HP:0000298,"It's like my body's not playing fair. The muscle cramps are relentless, and even walking's become a challenge. My skin's all dry and scaly, and my heart's racing like I've been sprinting. Breathing's been shallow, and my hands have been trembling more."
HP:0001324,"Journal, things are getting tougher. The muscle cramps won't let up, and even my face muscles have been twitching. Feels like my jaw's clenching shut sometimes. And the headaches – they've been pretty intense."
HP:0000211,"Journal, things are getting tougher. The muscle cramps won't let up, and even my face muscles have been twitching. Feels like my jaw's clenching shut sometimes. And the headaches – they've been pretty intense."
HP:0002315,"Journal, things are getting tougher. The muscle cramps won't let up, and even my face muscles have been twitching. Feels like my jaw's clenching shut sometimes. And the headaches – they've been pretty intense."
HP:0001324,"It's like my body's giving up. The muscle cramps won't quit, and even walking's become a challenge. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001288,"It's like my body's giving up. The muscle cramps won't quit, and even walking's become a challenge. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001350,"It's like my body's giving up. The muscle cramps won't quit, and even walking's become a challenge. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001596,"It's like my body's giving up. The muscle cramps won't quit, and even walking's become a challenge. My speech has been slurring at times, which is unsettling. And my hair's thinning out even more."
HP:0001499,"Journal, it's a battle. The muscle cramps are unrelenting, and my fingers and toes tingle non-stop. My vision's blurry too, which is quite annoying. Emotionally, it's been quite the ride – swinging between sadness and anger."
HP:0003401,"Journal, it's a battle. The muscle cramps are unrelenting, and my fingers and toes tingle non-stop. My vision's blurry too, which is quite annoying. Emotionally, it's been quite the ride – swinging between sadness and anger."
HP:0000622,"Journal, it's a battle. The muscle cramps are unrelenting, and my fingers and toes tingle non-stop. My vision's blurry too, which is quite annoying. Emotionally, it's been quite the ride – swinging between sadness and anger."
